RQ1.1,RQ1.2,RQ1.3,RQ1.4,RQ1.5,RQ2.1,RQ2.2,RQ2.3,RQ2.4,RQ2.5,RQ3.1,RQ3.2,RQ3.3,RQ3.4,RQ3.5,RQ4.1,RQ4.2,RQ4.3,RQ4.4,RQ4.5,RQ5.1,RQ5.2,RQ5.3,RQ5.4,RQ5.5,RQ6.1,RQ6.2,RQ6.3,RQ6.4,RQ6.5,F11,F12,F13,F14,F15,F16,y11,Y1,y22,y33,y44,y55,y66,Y2,Y3,Y4,Y5,Y6,Improved
1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,-2.298429586,-2.197838428,-1.545313946,1.058033428,1.971253589,0.722783317,5,0,9,9,21,25,21,1,1,1,1,1,-0.820627746
2,2,2,1,3,5,1,2,1,1,3,3,1,3,3,2,3,1,1,3,3,3,3,1,1,4,4,3,4,1,-1.173776343,-2.022100813,-0.517541622,-1.557991308,-1.15817183,-0.348414683,10,1,10,13,10,11,16,1,1,1,1,1,-1.535088291
4,4,1,5,1,5,1,4,1,1,1,4,1,1,4,1,1,1,4,1,4,2,4,4,1,5,4,4,4,2,-0.31363133,-1.670625583,-0.781331581,-2.021145853,-0.362975044,0.2413806,15,1,12,11,8,15,19,1,1,1,1,1,-1.068839029
3,4,3,4,5,1,4,4,1,2,3,4,4,2,3,5,4,4,5,4,3,4,2,3,3,5,2,5,3,4,0.755688122,-0.712204022,0.184327449,1.178556889,-0.281892294,-0.075914606,19,1,12,16,22,15,19,1,1,1,1,1,0.091610141
4,2,2,1,1,5,1,1,1,3,1,1,1,1,3,5,5,3,3,1,5,1,1,3,1,5,5,5,3,1,-1.326567794,-1.817511772,-1.856340752,0.543514464,-1.210916394,0.418807497,10,1,11,7,17,11,19,1,1,1,1,1,-1.592306472
3,1,5,3,1,5,3,4,3,1,5,1,1,3,4,5,3,4,1,4,5,5,3,3,3,5,4,5,4,5,-0.697782337,-0.332434598,-0.534386204,0.143672176,0.709004727,0.938725094,13,1,16,14,17,19,23,1,1,1,1,1,-0.011471737
4,5,4,3,2,4,5,2,2,5,2,5,4,4,5,5,5,4,5,5,5,4,5,5,5,4,4,5,5,5,0.465566023,0.305132794,1.101618458,1.553721533,1.70941178,0.983163793,18,1,18,20,24,24,23,1,1,1,1,1,1.424354163
2,1,1,1,1,4,4,4,5,4,3,2,1,1,3,4,4,1,4,1,5,3,3,2,3,4,5,4,5,4,-2.129345723,1.21965074,-1.20641226,-0.343212599,-0.009526381,0.899487952,6,1,21,10,14,16,22,1,1,1,1,1,-0.695951558
3,2,2,1,4,4,4,4,2,2,3,4,1,3,4,5,5,5,5,5,3,2,2,2,5,5,4,5,4,5,-0.759212892,-0.227402069,-0.023126533,1.811628964,-0.559743607,0.938725094,12,1,16,15,25,14,23,1,1,1,1,1,0.036550446
3,1,2,1,1,5,2,3,2,4,1,2,2,3,4,4,4,4,5,5,3,4,3,4,2,5,4,5,3,2,-1.738330679,-0.606777722,-0.759732457,0.994410448,-0.091447657,0.253900129,8,1,16,12,22,16,19,1,1,1,1,1,-0.501825156
5,4,4,3,3,4,4,4,2,2,4,4,2,3,4,5,4,4,5,4,5,4,4,4,5,4,4,4,4,5,0.637450452,-0.227402069,0.360308803,1.178556889,1.298627246,0.498516906,19,1,16,17,22,22,21,1,1,1,1,1,0.878900581
4,4,3,4,4,4,4,3,2,4,4,4,3,4,4,4,4,4,3,4,5,3,4,4,5,4,4,4,4,5,0.679292396,-0.022813028,0.763215211,0.523737213,1.036785437,0.498516906,19,1,17,19,19,21,21,1,1,1,1,1,0.920634803
4,3,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,3,4,4,5,4,4,5,4,4,3,4,5,0.658544554,0.864075355,0.971167631,0.523737213,1.303909971,0.249933698,19,1,20,20,19,22,20,1,1,1,1,1,1.228584097
4,4,4,4,4,4,3,4,4,3,3,4,4,5,3,3,4,4,4,3,4,4,4,4,4,4,5,4,4,5,0.901223577,0.360391919,0.782187844,0.340238721,0.821728265,0.813011369,20,1,18,19,18,20,22,1,1,1,1,1,0.963176364
4,4,3,4,4,4,4,5,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,0.679292396,1.03981297,0.787019094,0.970043527,0.821728265,0.348929811,19,1,21,19,21,20,20,1,1,1,1,1,1.178368823
4,4,4,5,4,4,4,4,3,4,3,4,4,4,5,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,1.088600977,0.508499971,0.991137143,0.523737213,1.03766531,0.348929811,21,1,19,20,19,21,20,1,1,1,1,1,1.214864145
3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,3,4,4,5,4,4,5,0.732139714,1.03981297,0.96683482,1.181824157,0.626880776,0.813011369,19,1,21,20,22,19,22,1,1,1,1,1,1.279819097
4,4,4,5,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,5,1.088600977,1.054238683,0.676537779,0.712136097,1.083570074,0.813011369,21,1,21,19,20,21,22,1,1,1,1,1,1.349236201
4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,3,4,4,5,4,5,4,4,4,4,5,5,0.679292396,0.508499971,0.582901046,0.523737213,1.278417563,0.734580585,19,1,19,18,19,22,22,1,1,1,1,1,1.052301161
5,4,4,3,3,4,4,4,2,2,4,4,2,3,4,5,4,4,4,3,4,4,4,3,4,4,5,4,4,5,0.637450452,-0.227402069,0.360308803,0.896282537,0.626880776,0.813011369,19,1,16,17,20,19,22,1,1,1,1,1,0.645765191
4,4,4,4,4,4,3,4,5,4,4,5,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,0.901223577,0.906130631,1.053013813,0.900534981,0.821728265,0.348929811,20,1,20,20,21,20,20,1,1,1,1,1,1.24573722
4,4,5,4,4,4,4,3,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1.123154758,0.688337741,0.767548022,0.993425273,0.821728265,0.348929811,21,1,19,19,21,20,20,1,1,1,1,1,1.158499213
4,4,3,4,5,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,0.924771984,1.03981297,0.96683482,0.993425273,0.626880776,0.348929811,20,1,21,20,21,19,20,1,1,1,1,1,1.251886878
4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,5,0.901223577,1.177595464,0.676537779,0.712136097,1.083570074,0.813011369,20,1,21,19,20,21,22,1,1,1,1,1,1.294611725
4,4,3,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,0.924771984,0.864075355,1.17045443,0.712136097,1.083570074,0.498516906,20,1,20,21,20,21,21,1,1,1,1,1,1.363217473
4,4,4,4,4,4,4,4,4,5,4,5,4,3,4,4,3,3,4,4,4,5,4,4,5,4,5,4,4,5,0.901223577,1.054238683,1.057845063,0.172939489,1.303909971,0.813011369,20,1,21,20,18,22,22,1,1,1,1,1,1.350976657
4,4,3,1,1,5,3,3,3,5,5,3,3,4,5,5,4,4,5,2,4,4,5,4,1,5,4,5,4,5,-0.619278568,0.252481099,0.856851944,0.990805953,0.376645619,0.938725094,13,1,19,20,20,18,23,1,1,1,1,1,0.706637536
2,1,1,1,1,5,1,2,1,1,5,1,1,1,1,1,2,4,5,1,5,1,1,5,1,5,5,4,1,1,-2.129345723,-2.022100813,-1.545313946,-0.7777355,-0.821221415,-0.301903069,6,1,10,9,13,13,16,1,1,1,1,1,-1.826957916
4,3,3,2,2,4,3,4,3,3,4,3,3,2,3,4,4,4,5,4,3,3,3,3,3,5,5,5,4,3,-0.429100603,0.004816535,-0.129773475,0.900534981,-0.327797058,0.954045366,14,1,17,15,21,15,22,1,1,1,1,1,0.088631141
4,4,2,3,3,4,4,2,4,4,2,4,4,2,3,4,4,4,2,2,4,4,2,3,3,4,5,4,5,4,0.024504227,0.512600126,0.004511723,0.147587393,-0.025333211,0.899487952,16,1,18,15,16,16,22,1,1,1,1,1,0.122479264
5,4,5,3,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.104861221,1.273051821,1.456418659,1.181824157,1.514564291,0.899487952,21,1,23,22,22,23,22,1,1,1,1,1,1.90643151
4,4,4,2,2,4,2,4,3,2,1,3,2,4,4,4,4,4,2,2,4,4,4,3,4,4,5,4,5,4,0.035509601,-0.498866902,-0.270148617,0.147587393,0.626880776,0.899487952,16,1,15,14,16,19,22,1,1,1,1,1,0.026727088
4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,0.713846177,0.508499971,0.96683482,0.712136097,0.821728265,0.899487952,19,1,19,20,20,20,22,1,1,1,1,1,1.129762265
3,4,4,4,4,2,2,3,4,2,4,4,2,4,4,4,2,3,3,4,4,4,2,3,4,4,5,4,5,4,0.732139714,-0.405180179,0.559595601,-0.296748571,0.195006686,0.899487952,19,1,13,18,16,17,22,1,1,1,1,1,0.253875516
4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,1.1439026,0.907150878,0.96683482,0.712136097,0.821728265,0.899487952,21,1,21,20,20,20,22,1,1,1,1,1,1.368129779
2,4,4,2,4,2,2,2,4,4,1,1,4,4,2,4,4,3,3,2,2,4,2,4,4,4,5,4,5,4,0.188301051,-0.200591138,-0.851739577,0.078078847,-0.123263991,0.899487952,16,1,14,12,16,16,22,1,1,1,1,1,-0.367667467
4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,1.33128,1.533170848,1.456418659,1.181824157,1.278417563,0.899487952,22,1,22,22,22,22,22,1,1,1,1,1,1.838087081
4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,1.33128,1.533170848,1.456418659,1.181824157,1.278417563,0.899487952,22,1,22,22,22,22,22,1,1,1,1,1,1.838087081
4,4,4,3,4,4,3,3,4,4,2,4,4,3,4,4,4,2,2,2,4,2,4,4,4,5,4,5,4,5,0.713846177,0.374817632,0.40791657,-0.368227468,0.298044647,0.938725094,19,1,18,17,14,18,23,1,1,1,1,1,0.499871824
4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,1.33128,1.533170848,1.456418659,1.181824157,1.278417563,0.899487952,22,1,22,22,22,22,22,1,1,1,1,1,1.838087081
3,2,4,4,4,4,4,3,4,4,2,2,4,4,2,4,2,3,3,4,4,4,2,4,4,5,4,5,4,5,0.246781669,0.688337741,-0.381626811,-0.296748571,0.389854175,0.938725094,17,1,19,14,16,18,23,1,1,1,1,1,0.30262044
2,4,2,2,4,4,4,4,2,4,1,2,4,4,3,4,4,2,2,2,4,4,2,2,4,4,5,4,5,4,-0.25556131,0.152924587,-0.357324488,-0.368227468,0.000159197,0.899487952,14,1,18,14,14,16,22,1,1,1,1,1,-0.143420784
5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,1.537718209,1.533170848,1.456418659,1.181824157,1.278417563,0.899487952,23,1,22,22,22,22,22,1,1,1,1,1,1.892711557
4,3,3,2,3,4,4,3,2,2,4,4,2,2,2,2,2,4,4,4,4,2,4,4,4,4,5,4,5,4,-0.183621014,-0.403139684,-0.247214093,-0.406486073,0.298044647,0.899487952,15,1,15,14,16,18,22,1,1,1,1,1,-0.086307011
5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,1.537718209,1.533170848,1.456418659,1.181824157,1.278417563,0.938725094,23,1,22,22,22,22,23,1,1,1,1,1,1.914152932
5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,1.537718209,1.533170848,1.456418659,1.181824157,1.278417563,0.938725094,23,1,22,22,22,22,23,1,1,1,1,1,1.914152932
3,3,4,4,3,2,2,4,2,4,4,3,4,2,3,4,3,2,4,3,1,2,4,3,5,4,5,4,5,4,0.243981103,-0.560266676,0.073846134,-0.178843409,-0.446140195,0.899487952,17,1,14,16,16,15,22,1,1,1,1,1,-0.062239806
5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.537718209,1.533170848,1.456418659,1.181824157,1.514564291,0.899487952,23,1,22,22,22,23,22,1,1,1,1,1,1.951121181
5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,1.537718209,1.533170848,1.456418659,1.341940903,1.278417563,0.899487952,23,1,22,22,23,22,22,1,1,1,1,1,1.932385504
5,3,3,2,2,5,3,5,3,2,2,3,2,2,2,5,5,4,5,3,3,4,4,4,4,5,4,5,4,5,-0.26001674,0.033466345,-0.897142585,1.365970598,0.565169182,0.938725094,15,1,18,11,22,19,23,1,1,1,1,1,0.193355904
4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,1.33128,1.533170848,1.456418659,1.341940903,1.514564291,0.899487952,22,1,22,22,23,23,22,1,1,1,1,1,1.936170652
4,4,3,3,5,3,3,5,3,2,2,3,4,5,3,1,2,3,4,5,5,4,3,2,1,5,4,5,4,5,0.737394584,-0.052684701,0.312075077,-0.848539944,-0.188364365,0.938725094,19,1,16,17,15,15,23,1,1,1,1,1,0.235198338
3,4,3,3,4,4,3,3,2,3,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,0.322831133,-0.526496464,-0.599886242,-1.017161577,-1.020633083,-1.341981756,17,1,15,13,12,12,13,1,1,1,1,1,-0.756487158
5,3,3,2,2,5,3,5,3,3,2,3,3,2,3,5,5,5,3,3,4,3,3,4,3,4,5,4,5,4,-0.26001674,0.223629673,-0.489404927,1.247080261,0.123609514,0.899487952,15,1,19,13,21,17,22,1,1,1,1,1,0.234587022
5,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,5,1.537718209,1.054238683,0.96683482,0.712136097,1.278417563,0.938725094,23,1,21,20,20,22,23,1,1,1,1,1,1.615639353
2,2,4,4,4,4,4,4,4,2,2,2,4,4,2,2,2,3,4,3,4,4,2,2,4,5,4,5,4,5,0.077697806,0.4837487,-0.381626811,-0.758268971,0.000159197,0.938725094,16,1,18,14,14,16,23,1,1,1,1,1,-0.012730458
4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,1.33128,1.273051821,1.456418659,1.341940903,1.278417563,0.938725094,22,1,23,22,23,22,23,1,1,1,1,1,1.963761684
4,4,2,3,3,4,4,3,3,3,2,4,4,2,2,2,2,4,4,2,4,4,2,3,4,4,4,4,4,4,0.024504227,0.142599028,-0.199606325,-0.594237009,0.195006686,0.348929811,16,1,17,14,14,17,20,1,1,1,1,1,-0.083204238
4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,1.33128,1.273051821,1.456418659,1.341940903,1.514564291,0.899487952,22,1,23,22,23,23,22,1,1,1,1,1,2.000729933
5,4,4,2,4,4,2,2,3,4,1,4,5,4,2,4,4,4,2,4,2,4,4,2,3,3,4,4,3,3,0.69555264,-0.470015476,0.222771155,0.335338329,-0.301424776,-0.228345943,19,1,15,16,18,15,17,1,1,1,1,1,0.083709449
4,3,4,3,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.716646743,-0.023833275,-0.110302403,-0.38735677,-0.327797058,-0.791423614,19,1,16,15,15,15,15,1,1,1,1,1,-0.090939061
4,2,2,4,4,2,3,4,4,4,4,2,3,4,4,4,2,2,4,4,2,4,4,2,2,3,4,3,4,3,-0.02799683,0.464404201,0.182621129,-0.366257118,-0.521764673,-0.240865472,16,1,17,17,16,14,17,1,1,1,1,1,-0.011499732
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.537718209,1.533170848,1.554388204,1.181824157,1.514564291,0.899487952,23,1,22,23,22,23,22,1,1,1,1,1,2.028424383
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.537718209,1.533170848,1.554388204,1.181824157,1.514564291,0.899487952,23,1,22,23,22,23,22,1,1,1,1,1,2.028424383
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,4,5,4,5,4,1.537718209,1.533170848,1.554388204,1.275699625,1.278417563,0.899487952,23,1,22,23,23,22,22,1,1,1,1,1,2.009688706
4,4,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.246435408,0.194979863,-0.110302403,-0.38735677,-0.327797058,-0.791423614,17,1,18,15,15,15,15,1,1,1,1,1,-0.071069451
4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,1.33128,1.273051821,1.456418659,1.341940903,1.278417563,0.938725094,22,1,23,22,23,22,23,1,1,1,1,1,1.963761684
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.537718209,1.533170848,1.554388204,1.181824157,1.514564291,0.899487952,23,1,22,23,22,23,22,1,1,1,1,1,2.028424383
4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,1.33128,1.273051821,1.456418659,1.341940903,1.278417563,0.938725094,22,1,23,22,23,22,23,1,1,1,1,1,1.963761684
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.537718209,1.533170848,1.554388204,1.181824157,1.514564291,0.899487952,23,1,22,23,22,23,22,1,1,1,1,1,2.028424383
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,1.537718209,1.533170848,1.554388204,1.181824157,1.278417563,0.938725094,23,1,22,23,22,22,23,1,1,1,1,1,1.991456134
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-0.165327477,-0.213996603,-0.110302403,-0.38735677,-0.327797058,-0.791423614,15,1,15,15,15,15,15,1,1,1,1,1,-0.373996247
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.537718209,1.533170848,1.554388204,1.181824157,1.514564291,0.899487952,23,1,22,23,22,23,22,1,1,1,1,1,2.028424383
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.537718209,1.533170848,1.554388204,1.181824157,1.514564291,0.899487952,23,1,22,23,22,23,22,1,1,1,1,1,2.028424383
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.537718209,1.533170848,1.554388204,1.181824157,1.514564291,0.899487952,23,1,22,23,22,23,22,1,1,1,1,1,2.028424383
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.537718209,1.533170848,1.554388204,1.181824157,1.514564291,0.899487952,23,1,22,23,22,23,22,1,1,1,1,1,2.028424383
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.537718209,1.533170848,1.554388204,1.181824157,1.514564291,0.899487952,23,1,22,23,22,23,22,1,1,1,1,1,2.028424383
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.537718209,1.533170848,1.554388204,1.181824157,1.514564291,0.899487952,23,1,22,23,22,23,22,1,1,1,1,1,2.028424383
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1.537718209,1.533170848,1.554388204,1.181824157,1.514564291,0.899487952,23,1,22,23,22,23,22,1,1,1,1,1,2.028424383
